id,jlpt_level,word,reading,image_review,meaning,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review
n1_02445,N1,畜産,ちくさん,NO PICTURE,animal husbandry,畜牧业,FALSE,,noun (common) (futsuumeishi),animal husbandry | livestock industry,direct_image,84,single_object_or_place,animal,animal husbandry,畜産,animal,concrete noun domain: animal,Tanos JLPT vocabulary,,
n1_00642,N1,保養,ほよう,NO PICTURE,health preservation;recuperation;recreation,休养;疗养;修养,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,health preservation | recuperation | recreation,direct_image,84,single_object_or_place,body_health,health preservation,保養,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_00670,N1,健全,けんぜん,NO PICTURE,health;soundness;wholesome,健康,FALSE,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),healthy | sound | wholesome,direct_image,84,single_object_or_place,body_health,health,健全,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_00671,N1,健在,けんざい,NO PICTURE,in good health;well,健在,FALSE,,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),in good health | alive and well | going strong,direct_image,84,single_object_or_place,body_health,in good health,健在,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_00727,N1,全快,ぜんかい,NO PICTURE,complete recovery of health,康复,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,complete recovery of health,direct_image,84,single_object_or_place,body_health,complete recovery of health,全快,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_01487,N1,建前,たてまえ,NO PICTURE,face;official stance;public position or attitude (as opposed to private thoughts),冠冕堂皇的理由;表面的说法,FALSE,,noun (common) (futsuumeishi),face | official stance | public position or attitude (as opposed to private thoughts) | ceremony for the erection of the framework of a house,direct_image,84,single_object_or_place,body_health,face,建前,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_01708,N1,手元,てもと,NO PICTURE,on hand;at hand;at home,手边;近处,FALSE,,adverb (fukushi) | noun (common) (futsuumeishi),at hand | on hand | nearby | close at hand | way of moving one's arms,direct_image,84,single_object_or_place,body_health,on hand,手元,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_02603,N1,穂,ほ,NO PICTURE,ear (of plant);head (of plant),穗,FALSE,,noun (common) (futsuumeishi),"ear (of a cereal plant) | head | spike | point (of a brush, spear, etc.) | tip",direct_image,84,single_object_or_place,body_health,ear,穂,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_02902,N1,衛生,えいせい,NO PICTURE,health;hygiene;sanitation;medical,卫生,FALSE,,noun (common) (futsuumeishi),hygiene | sanitation | cleanliness | health | toilet,direct_image,84,single_object_or_place,body_health,health,衛生,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_03320,N1,閉口,へいこう,NO PICTURE,shut mouth,哑口无言,FALSE,,noun or participle which takes the aux. verb suru | intransitive verb | noun (common) (futsuumeishi) | adjectival nouns or quasi-adjectives (keiyodoshi),to be stumped | to be at a loss | to be at one's wits' end | to be nonplussed | to be fed up,direct_image,84,single_object_or_place,body_health,shut mouth,閉口,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_03389,N1,面目,めんぼく,NO PICTURE,face;honour;reputation;prestige;dignity;credit,面子,FALSE,,noun (common) (futsuumeishi),face | honour | honor | reputation | prestige,direct_image,84,single_object_or_place,body_health,face,面目,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_03428,N1,首脳,しゅのう,NO PICTURE,head;brains,首脑;首领,FALSE,,noun (common) (futsuumeishi),head | leader | top | important part,direct_image,84,single_object_or_place,body_health,head,首脳,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary,,
n1_01458,N1,平方,へいほう,NO PICTURE,square (e.g. metre);square,平方,FALSE,,noun (common) (futsuumeishi),square (e.g. metre),direct_image,84,single_object_or_place,color_shape,square,平方,color_shape,concrete noun domain: color_shape,Tanos JLPT vocabulary,,
